Genus	Species	SeedWeight_g
Plantago	virginica	0.488g
Plantago	wrightiana	2.4g
Platanus	acerifolia	4.22g
Platanus	occidentalis	2.85g
Platanus	orientalis	4.4g
Platanus	racemosa	1.8592g
Platanus	racemosa	2.81g
Platanus	wrightii	2.3g
Platostoma	africanum	0.065g
Platostoma	denticulatum	0.1144g
Platostoma	hildebrandtii	0.1332g
Platostoma	madagascariense	0.2876g
Platostoma	rotundifolium	0.1476g
Platycarpha	carlinoides	1.63g
Platycarya	strobilacea	5.0504g
Platycodon	grandiflorum	0.92g
Platylobium	alternifolium	8.4136g
Platylobium	formosum	8.3g
Platylobium	montanum	4.8534g
Platylobium	obtusangulum	6.38g
Platymiscium	diadelphum	184.88g
Platymiscium	pinnatum	297g
Platymiscium	pleiostachyum	100.0g
Platymiscium	ulei	192.0g
Platymiscium	yucatanum	50.0g
Platypodium	elegans	1113g
Platypodium	grandiflorum	2314g
Platystemon	californicus	0.512g
Plazia	daphnoides	8.0g
Plecostachys	serphyllifolia	0.04g
Plecostachys	serpyllifolia	0.0272g
Plectaneia	stenophylla	0.6884g
Plectaneia	thouarsii	244.06g
Plectocephalus	rothrockii	15.0808g
Plectranthus	aegyptiacus	0.17004g
Plectranthus	amboinicus	0.1447g
Plectranthus	arabicus	0.216g
Plectranthus	argentatus	0.1589g
Plectranthus	autranii	0.4664g
Plectranthus	barbatus	1.2318g
Plectranthus	betonicifolius	0.2896g
Plectranthus	blakei	0.3g
Plectranthus	bojeri	0.25072g
Plectranthus	caninus	0.618g
Plectranthus	chevalieri	0.536g
Plectranthus	crassus	0.7616g
Plectranthus	daviesii	0.17g
Plectranthus	dinteri	0.19516g
Plectranthus	dissectus	0.3816g
Plectranthus	diversus	0.1332g
Plectranthus	djalonensis	0.132g
Plectranthus	elegans	0.65128g
Plectranthus	erubescens	0.438g
Plectranthus	esculentus	0.2468g
Plectranthus	flaccidus	0.2225g
Plectranthus	foetidus	0.1996g
Plectranthus	fruticosus	0.5744g
Plectranthus	gracillimus	0.1416g
Plectranthus	grallatus	0.8571429g
Plectranthus	grandidentatus	0.2772g
Plectranthus	graniticola	0.1808g
Plectranthus	gratus	0.1912g
Plectranthus	graveolens	0.1692g
Plectranthus	guerkei	0.067g
Plectranthus	hadiensis	0.39428g
Plectranthus	hereroensis	0.2956g
Plectranthus	hockii	1.7984g
Plectranthus	inflexus	0.8g
Plectranthus	intraterraneus	0.3062g
Plectranthus	kamerunensis	0.5248g
Plectranthus	kivuensis	0.9056g
Plectranthus	lanuginosus	0.2958g
Plectranthus	lasianthus	0.432g
Plectranthus	laxiflorus	0.894g
Plectranthus	longipes	0.9608g
Plectranthus	madagascariensis	0.37g
Plectranthus	mirabilis	0.7256g
Plectranthus	mirus	0.08404g
Plectranthus	monostachyus	0.285g
Plectranthus	monostachyus	0.178g
Plectranthus	montanus	0.064g
Plectranthus	oertendahlii	0.478g
Plectranthus	otostegioides	0.7136g
Plectranthus	parviflorus	0.31g
Plectranthus	prostratus	0.072g
Plectranthus	punctatus	0.949499g
Plectranthus	salubenii	1.5354545g
Plectranthus	sanguineus	0.1412g
Plectranthus	scandens	0.088g
Plectranthus	scutellarioides	0.2812g
Plectranthus	shirensis	0.2g
Plectranthus	spicatus	0.1938g
Plectranthus	stachyoides	0.30888g
Plectranthus	swynnertonii	0.69664g
Plectranthus	tetensis	0.428g
Plectranthus	tetragonus	0.254g
Plectranthus	triangularis	0.3208g
Plectranthus	unguentarius	0.1984g
Plectranthus	venteri	0.3756g
Plectritis	brachystemon	0.294g
Plectritis	ciliosa	0.386g
Plectritis	ciliosa	0.438g
Plectritis	congesta	0.577g
Plectritis	macrocera	0.411g
Plectroniella	armata	180.42048g
Pleiogynium	solandri	21.0g
Pleiotaxis	chlorolepis	6.712g
Pleiotaxis	pulcherrima	10.682g
Pleocarphus	revolutus	0.6748g
Pleonotoma	clematis	21.04g
Pleonotoma	variabilis	32g
Pleuranthodendron	lindenii	46.0g
Pleuropappus	phyllocalymmeus	0.05592g
Pleurophora	pungens	0.4644g
Pleurophyllum	hookeri	0.9236g
Plocama	aucheri	1.41g
Plocama	calabrica	7.09g
Plocosperma	buxifolium	20.68g
Ploiarium	alternifolium	0.063g
Pluchea	carolinensis	0.02g
Pluchea	dentex	0.039g
Pluchea	dioscoridis	0.223g
Pluchea	dunlopii	0.065g
Pluchea	ferdinandi-muelleri	0.0584475g
Pluchea	foetida	0.048g
Pluchea	grevei	0.3832g
Pluchea	lycioides	0.1372g
Pluchea	odorata	0.0272g
Pluchea	odorata	0.0g
Pluchea	ovalis	0.0594g
Pluchea	parvifolia	0.0188g
Pluchea	rosea	0.0352g
Pluchea	rubelliflora	0.4612g
Pluchea	salicifolia	0.046g
Pluchea	sordida	0.0396g
Plumbago	auriculata	14.7548g
Plumbago	europaea	8.2g
Plumbago	pearsonii	10.9208g
Plumbago	zeylanica	8.64g
Plumeria	alba	24g
Plumeria	rubra	42.7694g
Podachaenium	eminens	0.4g
Podalyria	calyptrata	23.1g
Podalyria	cuneifolia	10.5g
Podalyria	myrtillifolia	20.5537g
Podalyria	sericea	26g
Podanthus	mitiqui	0.5256g
Podanthus	ovatifolius	0.7188g
Podolepis	arachnoidea	0.4036g
Podolepis	canescens	1.1g
Podolepis	capillaris	0.0985507g
Podolepis	gracilis	0.3256g
Podolepis	jaceoides	1.26g
Podolepis	kendallii	1.248g
Podolepis	lessonii	0.0476g
Podolepis	longipedata	0.80708g
Podolepis	monticola	0.5356g
Podolepis	neglecta	0.846g
Podolepis	robusta	0.628g
Podolepis	rugata	0.77g
Podolepis	tepperi	0.03888g
Podophyllum	emodi	31.3951613g
Podopterus	mexicanus	6.49g
Podospermum	canum	2.7386g
Podospermum	laciniatum	2.6096g
Podotheca	angustifolia	0.44g
Podotheca	gnaphalioides	0.7g
Podotheca	pritzelii	0.21796g
Podotheca	uniseta	0.1632g
Poecilandra	retusa	0.76g
Poecilanthe	amazonica	811.0g
Poecilanthe	hostmannii	1655.0g
Poecilanthe	ulei	254.06g
Pogogyne	douglasii	0.38g
Pogogyne	douglasii	0.359g
Pogogyne	zizyphoroides	0.334g
Pogonolobus	reticulatus	53.524g
Pogostemon	chinensis	0.0692g
Pogostemon	glaber	0.1232g
Pogostemon	nigrescens	0.12g
Pogostemon	parviflorus	0.5g
Poiretia	punctata	3.71g
Polanisia	dodecandra	2.594g
Polanisia	dodecandra	3.2724g
Polanisia	graveolens	3.05g
Polanisia	jamesii	1.8732g
Polanisia	trachysperma	2g
Polanisia	uniglandulosa	3.899g
Polanisia	viscosa	1.4g
Polemonium	antarcticum	1.06g
Polemonium	caeruleum	0.97g
Polemonium	californicum	1.056g
Polemonium	carneum	1.895g
Polemonium	caucasicum	0.7368g
Polemonium	micranthum	1.2628g
Polemonium	occidentale	0.598g
Polemonium	pauciflorum	0.7368g
Polemonium	pulcherrimum	0.712g
Polemonium	reptans	1.034g
Polemonium	viscosum	0.16g
Polhillia	obsoleta	6.006g
Poliomintha	glabrescens	0.4348g
Poliomintha	incana	1.2804g
Pollichia	campestris	1.0g
Polyachyrus	carduoides	0.416g
Polyachyrus	poeppigii	1.0404g
Polycalymma	stuartii	1.104g
Polycarena	aurea	0.10976g
Polycarena	pubescens	0.06g
Polycarpaea	breviflora	0.03864g
Polycarpaea	corymbosa	0.035g
Polycarpaea	corymbosa	0.0276g
Polycarpaea	eriantha	0.0312g
Polycarpaea	holtzei	0.1352g
Polycarpaea	incana	0.0204g
Polycarpaea	involucrata	0.0296g
Polycarpaea	linearifolia	0.0784g
Polycarpaea	longiflora	0.0984g
Polycarpaea	multicaulis	0.0724g
Polycarpaea	nivea	0.06g
Polycarpaea	repens	0.3g
Polycarpaea	spicata	0.0861g
Polycarpaea	spirostylis	0.02g
Polycarpaea	staminodina	0.0248g
Polycarpaea	tenuifolia	0.167g
Polycarpon	prostratum	0.017g
Polycarpon	tetraphyllum	0.0459g
Polycnemum	arvense	0.388g
Polycnemum	majus	0.5428g
Polycnemum	perenne	1.06g
Polyctenium	fremontii	0.05148g
Polygala	adamsonii	4.4092g
Polygala	alba	0.715g
Polygala	albida	1.922549g
Polygala	amarella	0.81g
Polygala	arenaria	1.1302g
Polygala	arillata	38.7336g
Polygala	chamaebuxus	7.6g
Polygala	comosa	0.9572g
Polygala	cruciata	0.614g
Polygala	difficilis	1.4613466g
Polygala	fruticosa	7.579476g
Polygala	glaucifolia	3.2116g
Polygala	incarnata	1.0804g
Polygala	isingii	1.94g
Polygala	longifolia	0.6948g
Polygala	macrostigma	4.4592g
Polygala	melilotoides	0.9855491g
Polygala	monspeliaca	1.0844g
Polygala	mossii	1.944g
Polygala	multiflora	2.461g
Polygala	myrtifolia	9.655g
Polygala	nicaeensis	1.58g
Polygala	nyikensis	1.4828g
Polygala	pallida	0.4656g
Polygala	paucifolia	3.1g
Polygala	polygama	1.643g
Polygala	rupestris	2.88g
Polygala	sanguinea	0.43g
Polygala	sardoa	1.789375g
Polygala	senega	2.35g
Polygala	sinisica	1166.6666667g
Polygala	transcaucasica	2.1692g
Polygala	verticillata	0.325g
Polygala	virgata	6.4g
Polygala	vulgaris	1.8g
Polygonella	articulata	0.698g
Polygonella	gracilis	0.4764g
Polygonella	polygama	0.2264g
Polygonum	alpinum	1.028g
Polygonum	amphibium	0.666g
Polygonum	arenarium	1.1332g
Polygonum	arenarium	1.1656g
Polygonum	arenastrum	0.94g
Polygonum	argyrocoleon	0.76g
Polygonum	atraphaxiforme	1.5521886g
Polygonum	attenuatum	3.32g
Polygonum	aviculare	1.3g
Polygonum	bellardii	1.55g
Polygonum	bistortoides	0.971g
Polygonum	caespitosum	1.5g
Polygonum	carneum	4.0392g
Polygonum	chinense	3.874g
Polygonum	cognatum	3.5184g
Polygonum	convolvulus	6.9g
Polygonum	cuspidatum	0.82g
Polygonum	cuspidatum	1.017g
Polygonum	douglasii	1.498g
Polygonum	douglasii	1.07g
Polygonum	douglasii	2.113g
Polygonum	douglasii	1.9488g
Polygonum	dumetorum	1.9g
Polygonum	equisetiforme	1.2497g
Polygonum	erectum	2.125g
Polygonum	filiforme	2.08g
Polygonum	hastatosagittatum	8.3316g
Polygonum	hydropiper	1.74g
Polygonum	hydropiperoides	2.6g
Polygonum	kitaibelianum	3.2g
Polygonum	lanigerum	3.3288g
Polygonum	lapathifolium	1.19g
Polygonum	lapathifolium	1.2624g
Polygonum	lapathifolium	2.2g
Polygonum	longisetum	1.33g
Polygonum	longistylum	2.4g
Polygonum	maritimum	3.155g
Polygonum	molle	3.0952g
Polygonum	molle	2.42g
Polygonum	muricatum	3.0744g
Polygonum	nepalense	1.15g
Polygonum	orientale	7g
Polygonum	oxyspermum	3.298g
Polygonum	oxysperum	3.9234g
Polygonum	palaestinum	1.4432g
Polygonum	paronychia	5.703g
Polygonum	parryi	0.659g
Polygonum	patulum	1.6644g
Polygonum	pennsylvanicum	3.6g
Polygonum	pensylvanicum	2.9g
Polygonum	perfoliatum	20.72g
Polygonum	persicaria	2.1g
Polygonum	plebeium	0.505g
Polygonum	polycnemoides	0.6392g
Polygonum	polygaloides	0.189g
Polygonum	polygaloides	0.578g
Polygonum	posumbu	1.21552g
Polygonum	prolificum	1.355g
Polygonum	pubescens	3.1864g
Polygonum	punctatum	1.6g
Polygonum	ramosissimum	3.6g
Polygonum	runcinatum	1.4196g
Polygonum	rurivagum	2.09g
Polygonum	sagittatum	2.42g
Polygonum	tenue	1.615g
Polygonum	virginianum	5.3g
Polymita	albiflora	62.236g
Polymnia	uvedalia	10.1g
Polyosma	alangiacea	7.98g
Polypremum	procumbens	0.01276g
Polyscias	australiana	8g
Polyscias	elegans	6.6g
Polyscias	fulva	17.28332g
Polyscias	kikuyuensis	33.42g
Polyscias	mollis	1.5g
Polyscias	murrayi	2.8g
Polyscias	neraudiana	28.6611111g
Polyscias	ornifolia	6.2414g
Polyscias	purpurea	2.4g
Polysphaeria	capuronii	71.032g
Polysphaeria	dischistocalyx	27.9948g
Polysphaeria	parvifolia	33.94g
Polystemma	viridiflorum	11.512g
Polytaenia	nuttallii	5.8g
Polytaenia	texana	5.1468g
Pomaderris	adnata	0.5896g
Pomaderris	amoena	0.8896g
Pomaderris	andromedifolia	1.8g
Pomaderris	andromedifolia	1.686g
Pomaderris	andromedifolia	1.1976g
Pomaderris	apetala	0.864g
Pomaderris	apetala	0.69g
Pomaderris	argyrophylla	0.8478g
Pomaderris	aspera	0.779g
Pomaderris	aurea	0.7908g
Pomaderris	bodalla	0.634g
Pomaderris	briagolensis	0.5516g
Pomaderris	brunnea	0.6252g
Pomaderris	canescens	0.9976g
Pomaderris	cocoparrana	1.0992g
Pomaderris	costata	0.8717g
Pomaderris	delicata	1.0g
Pomaderris	discolor	0.8712g
Pomaderris	elachophylla	0.712g
Pomaderris	elliptica	1.035g
Pomaderris	elliptica	1.2109g
Pomaderris	ferruginea	1.07g
Pomaderris	forrestiana	0.7748g
Pomaderris	grandis	0.8872g
Pomaderris	halmaturina	0.9324g
Pomaderris	hamiltonii	1.19g
Pomaderris	helianthemifolia	1.0616g
Pomaderris	helianthemifolia	0.4948g
Pomaderris	intermedia	1.4468g
Pomaderris	kumeraho	1.2892g
Pomaderris	lanigera	1.2979g
Pomaderris	ledifolia	1.3784g
Pomaderris	ligustrina	0.4812g
Pomaderris	mediora	0.51g
Pomaderris	myrtilloides	0.9996g
Pomaderris	obcordata	1.8728g
Pomaderris	oraria	0.4724g
Pomaderris	oraria	0.9304g
Pomaderris	paniculosa	0.925g
Pomaderris	paniculosa	0.527g
Pomaderris	phylicifolia	1.062g
Pomaderris	phylicifolia	0.74g
Pomaderris	phylicifolia	0.7128g
Pomaderris	pilifera	0.792g
Pomaderris	pilifera	1.14g
Pomaderris	pilifera	1.4204g
Pomaderris	precaria	1.7181818g
Pomaderris	prunifolia	0.7516g
Pomaderris	queenslandica	1.4284g
Pomaderris	racemosa	0.86g
Pomaderris	reperta	0.9332g
Pomaderris	subcapitata	1.0132g
Pomaderris	subplicata	0.7328g
Pomaderris	vacciniifolia	0.6272g
Pomaderris	vellea	0.711g
Pomaderris	velutina	0.7168g
Pomaria	lactea	18.9572g
Pomax	umbellata	1.507g
Pometia	pinnata	668.3g
Pongamia	pinnata	1652g
Pongamiopsis	pervilleana	167.3876g
Populus	alba	0.12g
Populus	angustifolia	2.6886g
Populus	balsamifera	0.24g
Populus	deltoides	0.082g
Populus	deltoides	1.67g
Populus	deltoides	2.5669g
Populus	deltoides	1.15g
Populus	euphratica	250.0g
Populus	fremontii	2.652g
Populus	grandidentata	0.15g
Populus	heterophylla	3.01g
Populus	maximowiczii	0.406g
Populus	nigra	0.81g
Populus	sieboldi	0.0943g
Populus	tremula	0.11g
Populus	tremuloides	0.1g
Populus	trichocarpa	0.4132g
Porlieria	chilensis	112.1552g
Porophyllum	gracile	0.57g
Porophyllum	linaria	0.452g
Porophyllum	maritimum	0.6656g
Porophyllum	punctatum	1.40412g
Porophyllum	ruderale	1.83g
Porophyllum	ruderale	1.046g
Porophyllum	scoparium	0.537g
Porphyrostemma	chevalieri	0.6254g
Porphyrostemma	grantii	0.22072g
Porterandia	anisophylla	6.3g
Portulaca	bicolor	0.09608g
Portulaca	cryptopetala	0.0986g
Portulaca	decipiens	0.2g
Portulaca	digyna	0.3524g
Portulaca	elatior	0.05g
Portulaca	filifolia	0.151g
Portulaca	foliosa	0.0746g
Portulaca	grandiflora	0.11g
Portulaca	grandis	1.894g
Portulaca	halimoides	0.0404g
Portulaca	hereroensis	0.0522g
Portulaca	kermesina	0.0781g
Portulaca	oleracea	0.1292g
Portulaca	oleracea	0.1g
Portulaca	oleracea	0.1364g
Portulaca	oligosperma	0.1808g
Portulaca	philippii	0.06816g
Portulaca	pilosa	0.047g
Portulaca	quadrifida	0.184g
Portulaca	wightiana	0.09g
Posoqueria	latifolia	26.6308g
Potentilla	alba	0.6g
Potentilla	anglica	0.5856g
Potentilla	angustiloba	0.19144g
Potentilla	anserina	1.091g
Potentilla	anserina	0.9g
Potentilla	argentea	0.085g
Potentilla	arguta	0.2g
Potentilla	arguta	0.1g
Potentilla	argyrophylla	0.456g
Potentilla	aucheriana	0.27g
Potentilla	biennis	0.0448g
Potentilla	bifurca	0.3804g
Potentilla	bornmuelleri	0.5808g
Potentilla	calabra	0.1536g
Potentilla	canadensis	0.27g
Potentilla	caulescens	0.24g
Potentilla	clusiana	0.3572g
Potentilla	collina	0.285g
Potentilla	concinna	0.5244g
Potentilla	crantzii	0.521g
Potentilla	crassinervia	0.42136g
Potentilla	crinita	0.8024g
Potentilla	desertorum	0.36844g
Potentilla	diversifolia	0.107g
Potentilla	divina	0.6392g
Potentilla	drummondii	0.332g
Potentilla	effusa	0.5088g
Potentilla	egedii	0.9832g
Potentilla	elatior	0.2844g
Potentilla	erecta	0.4g
Potentilla	fedtschenkoana	0.3036g
Potentilla	fissa	0.0972g
Potentilla	freyniana	0.22g
Potentilla	fruticosa	0.246g
Potentilla	fruticosa	0.2g
Potentilla	glandulosa	0.075g
Potentilla	glandulosa	0.374g
Potentilla	glandulosa	0.273g
Potentilla	glandulosa	0.3g
Potentilla	gracilis	0.223g
Potentilla	gracilis	0.291g
Potentilla	griffithii	0.2404g
Potentilla	hippiana	0.732g
Potentilla	hirta	0.5g
Potentilla	humifusa	0.3564g
Potentilla	impolita	0.1392g
Potentilla	inclinata	0.24g
Potentilla	kleiniana	0.1g
Potentilla	laciniosa	0.28g
Potentilla	libanotica	0.2184g
Potentilla	lineata	0.2573g
Potentilla	millegrana	0.04g
Potentilla	monspeliensis	0.13g
Potentilla	newberryi	0.1492g
Potentilla	norvegica	0.105g
Potentilla	palustris	0.32g
Potentilla	pamiroalaica	0.5152g
Potentilla	paradoxa	0.12g
Potentilla	pedata	0.2585g
Potentilla	pensylvanica	0.135g
Potentilla	pensylvanica	0.246g
Potentilla	pentandra	0.047g
Potentilla	polyphylla	0.3608g
Potentilla	pulcherrima	0.4g
Potentilla	recta	0.3g
Potentilla	regis-borisii	0.2124g
Potentilla	reptans	0.3g
Potentilla	rivalis	0.0392g
Potentilla	rupestris	0.305g
Potentilla	saundersiana	0.0852g
Potentilla	simplex	0.1724g
Potentilla	soongorica	0.2888g
Potentilla	sp.	0.44g
Potentilla	sterilis	0.5g
Potentilla	supina	0.04436g
Potentilla	szovitsii	1g
Potentilla	tabernaemontani	0.72g
Potentilla	tenuiloba	0.1424g
Potentilla	ternata	0.34g
Potentilla	tridentata	0.5432g
Potentilla	uniflora	0.4644g
Potentilla	verna	0.166g
Potentilla	villosa	0.58224g
Poterium	sanguisorba	4.11g
Poterium	spinosum	5.9g
Poulsenia	armata	75g
Poupartia	borbonica	78.1791045g
Poupartia	minor	1280.6g
Poupartia	silvatica	2134.6g
Pourouma	cecropiifolia	500.0g
Pouteria	alnifolia	349.6674584g
Pouteria	boliviana	5670g
Pouteria	campechiana	1350.0g
Pouteria	castanosperma	5200g
Pouteria	cf.	6000g
Pouteria	chartacea	502g
Pouteria	cladantha	587.5g
Pouteria	cuspidata	340g
Pouteria	durlandii	1800.0g
Pouteria	elegans	1339.0g
Pouteria	ephedrantha	33500.0g
Pouteria	glomerata	1995.0g
Pouteria	glomerata	330.0g
Pouteria	guianensis	3465.0g
Pouteria	macrophylla	9150g
Pouteria	maingayi	420g
Pouteria	obovoidea	420g
Pouteria	sapota	17770g
Pouteria	sp.	1100g
Pouteria	speciosa	113715.0g
Pouzolzia	sanguinea	0.0524g
Pozoa	coriacea	6.6g
Pradosia	cochlearia	2000g
Prangos	asperula	62.72g
Prangos	ferulacea	46.1768g
Prangos	lipskyi	35.306g
Prangos	pabularia	40.6g
Prangos	trifida	57.664g
Prasium	majus	8.5g
Pratia	hederacea	0.038g
Praxelis	pauciflora	0.14g
Premna	chrysoclada	29.5472g
Premna	corymbosa	11.8216g
Premna	fulva	12.5936g
Premna	hildebrandtii	72.9672g
Premna	longipetiolata	21.439g
Premna	lucens	21.66g
Premna	maxima	60.1824g
Premna	oligotricha	17.292g
Premna	resinosa	22.5607g
Premna	resinosa	11.712g
Premna	senensis	18.5736g
Premna	serratifolia	12.4942g
Prenanthes	altissima	1.4988g
Prenanthes	aspera	1.6976g
Prenanthes	purpurea	0.77g
Prenanthes	racemosa	0.9152g
Prenanthes	trifoliolata	1.2768g
Prenia	sladeniana	116.4038961g
Prenia	tetragona	19.43g
Primula	acaulis	0.8g
Primula	albenensis	0.1072g
Primula	algida	0.0406g
Primula	alpicola	0.484g
Primula	auricula	0.25848g
Primula	auricula	0.24g
Primula	auriculata	0.208g
Primula	beesiana	0.925g
Primula	boveana	0.036g
Primula	capitata	0.03556g
Primula	capitata	0.0288g
Primula	chungensis	0.1476g
Primula	daonensis	0.1728g
Primula	edelbergii	0.029g
Primula	elatior	0.81g
Primula	eugeniae	0.3236111g
Primula	eximia	0.2176g
Primula	farinosa	0.07g
Primula	florindae	0.6956g
Primula	glaucescens	0.28g
Primula	glutinosa	0.166g
Primula	helodoxa	0.1772g
Primula	japonica	0.22g
Primula	juliae	0.2696g
Primula	latifolia	0.2368g
Primula	macrocalyx	1.1g
Primula	magellanica	0.148g
Primula	malacoides	0.1g
Primula	megalocarpa	0.2196g
Primula	megaseifolia	0.4224g
Primula	minima	0.1484g
Primula	nivalis	0.5392g
Primula	obconica	0.07g
Primula	pallasii	0.8992g
Primula	parryi	0.198g
Primula	pedemontana	0.19156g
Primula	pulverulenta	0.14g
Primula	ruprechtii	1.08924g
Primula	saguramica	0.9724g
Primula	scandinavica	0.07g
Primula	scotica	0.1g
Primula	serratifolia	0.17576g
Primula	sibthorpii	1.3848g
Primula	sinensis	1.01g
Primula	smithiana	0.234g
Primula	spectabilis	0.2548g
Primula	stricta	0.06g
Primula	suffrutescens	0.098g
Primula	tschuktschorum	0.286g
Primula	veris	0.82g
Primula	veris	0.7408g
Primula	veris	0.83g
Primula	verticillata	0.0249g
Primula	vialii	0.0916g
Primula	vulgaris	1.06g
Pringlea	antiscorbutica	3.09552g
Prinsepia	sinensis	222.9816g
Prionostemma	aspera	182g
Prioria	copaifera	53153g
Prismatocarpus	diffusus	0.1238g
Prismatocarpus	roelloides	0.9g
Pristimera	andongensis	97.36g
Pristimera	celastroides	91.676g
Pristimera	longipetiolata	105.4g
Pristimera	tetramera	80.8624g
Priva	africana	6.2664g
Priva	curtisiae	4.91956g
Priva	mexicana	6.9792g
Proboscidea	althaeifolia	1233.95g
Proboscidea	altheifolia	17.1g
Proboscidea	louisianica	1244.73g
Proboscidea	louisianica	35.296g
Proboscidea	spicata	6.4888g
Procris	crenata	221.8892g
Proserpinaca	palustris	6.4g
Prosopis	affinis	34.0g
Prosopis	africana	143.39g
Prosopis	alba	52.1g
Prosopis	articulata	53.702g
Prosopis	burkartii	12.8412g
Prosopis	chilensis	38.4g
Prosopis	cineraria	41.1g
Prosopis	denudans	99.32g
Prosopis	denudans	77.92g
Prosopis	farcta	228.2g
Prosopis	flexuosa	57.62g
Prosopis	glandulosa	40.38g
Prosopis	glandulosa	49.1g
Prosopis	glandulosa	69.67g
Prosopis	juliflora	39.8g
Prosopis	juliflora	188g
Prosopis	laevigata	67.7g
Prosopis	limensis	37.6g
Prosopis	limensis	37.8g
Prosopis	nigra	100.0g
Prosopis	pallida	38.7g
Prosopis	pubescens	31.807g
Prosopis	strombulifera	1042.56g
Prosopis	tamarugo	10.7g
Prosopis	velutina	117.7288g
Prostanthera	ammophila	1.1428g
Prostanthera	arapilensis	1.3g
Prostanthera	behriana	2.0184g
Prostanthera	centralis	1.4224g
Prostanthera	cryptandroides	1.7024g
Prostanthera	cuneata	1.4016g
Prostanthera	denticulata	0.725g
Prostanthera	eurybioides	1.21864g
Prostanthera	galbraithiae	0.9252g
Prostanthera	howelliae	0.9356g
Prostanthera	incisa	0.5556g
Prostanthera	lasianthos	1.18g
Prostanthera	melissifolia	2.136g
Prostanthera	nivea	1.336g
Prostanthera	nivea	4.212g
Prostanthera	ovalifolia	0.79728g
Prostanthera	rhombea	0.7788g
Prostanthera	rotundifolia	1.4946g
Prostanthera	saxicola	0.596g
Prostanthera	sericea	3.4296g
Prostanthera	spinosa	1.131g
Prostanthera	staurophylla	0.594g
Prostanthera	striatiflora	2.413g
Prostanthera	teretifolia	2.9929293g
Prostanthera	verticillaris	1.3076g
Protea	acuminata	10.8g
Protea	amplexicaulis	13.174g
Protea	angustata	23.4604651g
Protea	aurea	34.225g
Protea	barbigera	102.8g
Protea	burchellii	13.8704g
Protea	caffra	15.1988g
Protea	caffra	8.2968g
Protea	compacta	121.9g
Protea	comptonii	45.8204g
Protea	cordata	18.2g
Protea	coronata	35.156g
Protea	cryophila	21.5398g
Protea	cynaroides	21.4712g
Protea	cynaroides	23.48g
Protea	decurrens	7.2324g
